============================================================
  WOUND DETECTION - YOLO26m - METRICS REPORT
============================================================
  Model         : YOLO26m
  Dataset       : AZH Clinical Wound Dataset
  Run           : runs
  Total Epochs  : 250

  BEST EPOCH BY mAP50
  --------------------------------------------------
  Epoch         : 204
  Box Loss      : 0.1926
  Class Loss    : 0.4211
  mAP50         : 0.8780  (87.8%)
  mAP50-95      : 0.8780  (87.8%)
  Precision     : 0.8540
  Recall        : 0.8455
  F1 Score      : 0.8497

  BEST EPOCH BY F1
  --------------------------------------------------
  Epoch         : 182
  Precision     : 0.9110
  Recall        : 0.8052
  F1 Score      : 0.8548

  CONFIDENCE THRESHOLD RECOMMENDATIONS
  --------------------------------------------------
  Conservative (high precision) : 0.50
  Balanced     (best F1)        : 0.35
  Sensitive    (high recall)    : 0.25  <- medical use

  FULL TRAINING HISTORY
  --------------------------------------------------
  Epoch   BoxLoss   ClsLoss    mAP50     Prec      Rec       F1
    118    0.3404    0.5901   0.7848   0.7668   0.7636   0.7652
    119    0.3358    0.6057   0.8420   0.8416   0.7506   0.7935
    120    0.3017    0.5712   0.8203   0.7484   0.7500   0.7492
    121    0.3165    0.5964   0.7462   0.7865   0.6261   0.6972
    122    0.3062    0.6210   0.7902   0.7185   0.7300   0.7242
    123    0.3206    0.6061   0.8366   0.7250   0.8128   0.7664
    124    0.3372    0.5792   0.8407   0.7569   0.7998   0.7778
    125    0.3155    0.5511   0.8258   0.7987   0.7451   0.7709
    126    0.2980    0.5607   0.8273   0.6798   0.8033   0.7364
    127    0.3112    0.5714   0.8077   0.7852   0.7133   0.7475
    128    0.3181    0.6248   0.8232   0.8042   0.7770   0.7904
    129    0.3261    0.6051   0.8003   0.8250   0.7008   0.7579
    130    0.3170    0.6120   0.8105   0.7983   0.7424   0.7693
    131    0.3224    0.5634   0.8381   0.7398   0.8505   0.7913
    132    0.2920    0.5972   0.8502   0.8571   0.7380   0.7931
    133    0.3116    0.5612   0.7958   0.7150   0.7514   0.7328
    134    0.2894    0.5488   0.8053   0.6990   0.8071   0.7492
    135    0.3057    0.5946   0.7915   0.6967   0.7823   0.7370
    136    0.2920    0.5394   0.7615   0.6996   0.7625   0.7297
