============================================================
  WOUND DETECTION - YOLO26m - METRICS REPORT
============================================================
  Model         : YOLO26m
  Dataset       : AZH Clinical Wound Dataset
  Run           : runs
  Total Epochs  : 300

  BEST EPOCH BY mAP50
  --------------------------------------------------
  Epoch         : 226
  Box Loss      : 0.2509
  Class Loss    : 0.4110
  mAP50         : 0.8694  (86.9%)
  mAP50-95      : 0.8403  (84.0%)
  Precision     : 0.8234
  Recall        : 0.8019
  F1 Score      : 0.8125

  BEST EPOCH BY F1
  --------------------------------------------------
  Epoch         : 203
  Precision     : 0.8377
  Recall        : 0.8004
  F1 Score      : 0.8186

  CONFIDENCE THRESHOLD RECOMMENDATIONS
  --------------------------------------------------
  Conservative (high precision) : 0.50
  Balanced     (best F1)        : 0.35
  Sensitive    (high recall)    : 0.25  <- medical use

  FULL TRAINING HISTORY
  --------------------------------------------------
  Epoch   BoxLoss   ClsLoss    mAP50     Prec      Rec       F1
    155    0.2995    0.5683   0.7413   0.8016   0.6433   0.7138
    156    0.3070    0.5664   0.8296   0.7008   0.8555   0.7704
    157    0.3144    0.5994   0.8176   0.7186   0.7832   0.7495
    158    0.2988    0.5892   0.7782   0.7286   0.7335   0.7310
    159    0.2941    0.5778   0.8185   0.7997   0.7697   0.7844
    160    0.3184    0.6026   0.8302   0.7158   0.7720   0.7428
    161    0.3353    0.6359   0.8317   0.8035   0.7667   0.7847
    162    0.2987    0.5952   0.8218   0.7270   0.7974   0.7606
    163    0.3051    0.5507   0.7784   0.7742   0.7484   0.7611
    164    0.3182    0.5804   0.8321   0.7624   0.7888   0.7754
    165    0.2991    0.5574   0.8228   0.7482   0.7953   0.7710
    166    0.3009    0.5561   0.8497   0.7585   0.8138   0.7852
    167    0.2905    0.5702   0.8163   0.7101   0.8028   0.7536
    168    0.2716    0.5122   0.7867   0.8300   0.7130   0.7671
    169    0.2852    0.6091   0.8255   0.7688   0.7615   0.7651
    170    0.3024    0.5505   0.8376   0.7402   0.8142   0.7754
    171    0.3009    0.5482   0.8263   0.7618   0.8000   0.7804
    172    0.2720    0.5386   0.8382   0.8059   0.7521   0.7781
    173    0.3201    0.5963   0.8086   0.6951   0.8404   0.7609
