epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
113,674.205,0.35261,0.69931,0.00965,0.83094,0.72416,0.81988,0.81988,0.19775,0.7944,0.00934,0.0055648,0.0055648,0.0055648
114,680.072,0.35004,0.70172,0.00942,0.81517,0.76031,0.85335,0.83009,0.32178,0.66495,0.01538,0.0055252,0.0055252,0.0055252
115,685.951,0.35692,0.69589,0.00961,0.79139,0.75527,0.83756,0.82099,0.30216,0.71253,0.01441,0.0054856,0.0054856,0.0054856
116,691.764,0.36026,0.74601,0.00982,0.79645,0.77715,0.86336,0.79513,0.38655,0.72632,0.01838,0.005446,0.005446,0.005446
117,697.66,0.35649,0.70712,0.00978,0.78919,0.7633,0.8467,0.77186,0.46807,0.78925,0.0224,0.0054064,0.0054064,0.0054064
118,703.702,0.34983,0.68946,0.00934,0.75442,0.79441,0.84449,0.79377,0.35518,0.77688,0.01685,0.0053668,0.0053668,0.0053668
119,709.593,0.32931,0.68524,0.00882,0.85194,0.76967,0.85746,0.8502,0.24408,0.70659,0.01148,0.0053272,0.0053272,0.0053272
120,715.548,0.34718,0.67528,0.00934,0.86162,0.76761,0.86538,0.80547,0.38156,0.66956,0.01831,0.0052876,0.0052876,0.0052876
121,721.457,0.3285,0.67789,0.00897,0.80726,0.75461,0.85496,0.84714,0.23739,0.71811,0.01118,0.005248,0.005248,0.005248
122,727.402,0.32554,0.68608,0.00875,0.86547,0.77795,0.85992,0.83831,0.255,0.66284,0.01205,0.0052084,0.0052084,0.0052084
123,733.326,0.31711,0.65586,0.00855,0.86214,0.701,0.8393,0.78374,0.36366,0.75631,0.01729,0.0051688,0.0051688,0.0051688
124,739.295,0.33879,0.6892,0.00915,0.80253,0.78732,0.85146,0.84105,0.23939,0.70067,0.01133,0.0051292,0.0051292,0.0051292
125,745.201,0.34598,0.70066,0.00961,0.67218,0.81969,0.83057,0.82816,0.23321,0.81129,0.01094,0.0050896,0.0050896,0.0050896
126,751.132,0.33027,0.68145,0.009,0.78621,0.73752,0.83391,0.83227,0.19356,0.74682,0.00908,0.00505,0.00505,0.00505
127,757.023,0.32996,0.66343,0.00904,0.79798,0.79896,0.8375,0.80325,0.3151,0.7864,0.01502,0.0050104,0.0050104,0.0050104
128,762.936,0.31588,0.63408,0.00857,0.74606,0.7945,0.8396,0.79142,0.33413,0.807,0.01597,0.0049708,0.0049708,0.0049708
129,768.832,0.33335,0.70806,0.00901,0.68571,0.76657,0.767,0.75503,0.27012,0.938,0.01283,0.0049312,0.0049312,0.0049312
130,774.857,0.31138,0.6414,0.0085,0.72658,0.7842,0.81316,0.80936,0.23017,0.79164,0.01078,0.0048916,0.0048916,0.0048916
131,780.785,0.32521,0.69545,0.00876,0.79679,0.77918,0.83992,0.82858,0.29754,0.74594,0.01425,0.004852,0.004852,0.004852
132,786.77,0.33328,0.69619,0.009,0.79546,0.80026,0.83874,0.83082,0.27624,0.72972,0.013,0.0048124,0.0048124,0.0048124
133,792.619,0.32231,0.64028,0.00863,0.8434,0.79202,0.84975,0.84562,0.21679,0.68376,0.01025,0.0047728,0.0047728,0.0047728
134,798.498,0.33602,0.69762,0.0091,0.76832,0.79766,0.82338,0.81185,0.25795,0.8728,0.01212,0.0047332,0.0047332,0.0047332
135,804.452,0.31077,0.65728,0.00832,0.76737,0.78437,0.83136,0.82143,0.2804,0.81168,0.01337,0.0046936,0.0046936,0.0046936
136,810.371,0.32361,0.66672,0.00894,0.80959,0.76023,0.82899,0.82516,0.22808,0.78918,0.01076,0.004654,0.004654,0.004654
137,816.346,0.31085,0.63334,0.00834,0.76984,0.81589,0.83589,0.83589,0.16609,0.72744,0.00782,0.0046144,0.0046144,0.0046144
138,822.222,0.31952,0.64756,0.00855,0.83411,0.76696,0.8272,0.80275,0.31637,0.80137,0.01516,0.0045748,0.0045748,0.0045748
139,828.037,0.31496,0.64454,0.0085,0.79123,0.84999,0.88139,0.87801,0.2339,0.66261,0.01115,0.0045352,0.0045352,0.0045352
140,833.984,0.31853,0.65017,0.00849,0.80397,0.82203,0.84685,0.82451,0.32444,0.69611,0.01552,0.0044956,0.0044956,0.0044956
141,840.007,0.30677,0.65329,0.00833,0.81853,0.8054,0.85056,0.83323,0.2776,0.68584,0.01322,0.004456,0.004456,0.004456
142,845.979,0.2909,0.61644,0.00774,0.78181,0.76342,0.83669,0.83669,0.23036,0.7744,0.01089,0.0044164,0.0044164,0.0044164
143,851.898,0.2985,0.63224,0.00806,0.83726,0.7909,0.85419,0.85419,0.17177,0.68308,0.00804,0.0043768,0.0043768,0.0043768
144,857.788,0.28766,0.63529,0.00763,0.85338,0.71726,0.82528,0.82528,0.19292,0.78617,0.0091,0.0043372,0.0043372,0.0043372
145,863.776,0.2878,0.61545,0.00766,0.81563,0.77204,0.84952,0.84893,0.22311,0.70839,0.01055,0.0042976,0.0042976,0.0042976
146,869.665,0.31005,0.63555,0.0084,0.73937,0.82515,0.85374,0.85264,0.17603,0.70279,0.00826,0.004258,0.004258,0.004258
147,875.677,0.28657,0.6165,0.00777,0.73079,0.84597,0.86142,0.86142,0.25354,0.65481,0.01205,0.0042184,0.0042184,0.0042184
148,881.6,0.29051,0.61059,0.00785,0.85562,0.78293,0.88165,0.87846,0.23942,0.6264,0.01142,0.0041788,0.0041788,0.0041788
149,887.509,0.30158,0.65147,0.00807,0.82226,0.81269,0.86171,0.85882,0.21919,0.68389,0.01042,0.0041392,0.0041392,0.0041392
150,893.442,0.29001,0.65643,0.00769,0.80298,0.78279,0.84387,0.84387,0.18301,0.78039,0.00856,0.0040996,0.0040996,0.0040996
151,899.324,0.29286,0.64702,0.00805,0.81621,0.72958,0.83076,0.83076,0.18898,0.74215,0.00895,0.00406,0.00406,0.00406
152,905.447,0.29051,0.6303,0.00779,0.79326,0.83916,0.83728,0.83443,0.24612,0.78987,0.01161,0.0040204,0.0040204,0.0040204
153,911.328,0.29824,0.66144,0.00809,0.82367,0.75703,0.8412,0.8339,0.26404,0.77362,0.01254,0.0039808,0.0039808,0.0039808
154,917.249,0.29377,0.61562,0.00796,0.85714,0.76943,0.85988,0.84579,0.28529,0.75034,0.01359,0.0039412,0.0039412,0.0039412
155,923.167,0.28028,0.59135,0.00743,0.80727,0.79093,0.84367,0.83964,0.22113,0.81661,0.01041,0.0039016,0.0039016,0.0039016
156,929.021,0.27659,0.60909,0.00735,0.83429,0.79489,0.86894,0.85351,0.29293,0.67032,0.01396,0.003862,0.003862,0.003862
157,934.929,0.28077,0.62098,0.00759,0.85306,0.73463,0.84295,0.84029,0.22889,0.71719,0.01075,0.0038224,0.0038224,0.0038224
158,940.991,0.2814,0.56719,0.00752,0.80071,0.76323,0.83145,0.8298,0.17284,0.72791,0.00799,0.0037828,0.0037828,0.0037828
159,946.856,0.28338,0.61766,0.00778,0.75783,0.80589,0.8453,0.84306,0.25508,0.71295,0.0121,0.0037432,0.0037432,0.0037432
160,952.754,0.27267,0.6236,0.00726,0.7669,0.79291,0.84761,0.84761,0.17962,0.69751,0.00847,0.0037036,0.0037036,0.0037036
161,958.644,0.28181,0.63721,0.00782,0.81519,0.77933,0.84879,0.84879,0.1593,0.72772,0.00745,0.003664,0.003664,0.003664
162,964.586,0.28628,0.60613,0.00772,0.7659,0.80975,0.85066,0.85066,0.18762,0.71964,0.0088,0.0036244,0.0036244,0.0036244
163,970.66,0.2717,0.6041,0.0074,0.79826,0.77856,0.83907,0.83907,0.15629,0.72268,0.00733,0.0035848,0.0035848,0.0035848
164,976.488,0.27662,0.61126,0.00744,0.80477,0.77372,0.83242,0.83242,0.16107,0.75644,0.00749,0.0035452,0.0035452,0.0035452
165,982.4,0.26056,0.58018,0.00696,0.79319,0.75777,0.82719,0.82719,0.14478,0.80613,0.00667,0.0035056,0.0035056,0.0035056
166,988.306,0.28655,0.62981,0.00772,0.83634,0.78925,0.87252,0.87176,0.22326,0.6544,0.01055,0.003466,0.003466,0.003466
167,994.208,0.28742,0.63435,0.00789,0.75907,0.82989,0.85383,0.85296,0.15591,0.71349,0.0073,0.0034264,0.0034264,0.0034264
168,1000.22,0.26956,0.58864,0.0072,0.78666,0.72995,0.81705,0.81488,0.17397,0.80101,0.00813,0.0033868,0.0033868,0.0033868
169,1006.17,0.26823,0.55581,0.00712,0.77163,0.8135,0.83943,0.83943,0.14697,0.68414,0.00682,0.0033472,0.0033472,0.0033472
170,1012.08,0.28646,0.62702,0.00776,0.75389,0.8041,0.84688,0.84485,0.19632,0.68314,0.00923,0.0033076,0.0033076,0.0033076
171,1017.93,0.26289,0.59188,0.00706,0.80795,0.78266,0.85825,0.85705,0.18779,0.6997,0.00893,0.003268,0.003268,0.003268
172,1023.86,0.24566,0.57376,0.00657,0.79665,0.79684,0.8629,0.8608,0.21779,0.70178,0.01031,0.0032284,0.0032284,0.0032284
173,1029.81,0.28311,0.66622,0.00757,0.83759,0.76776,0.84902,0.84849,0.23248,0.72644,0.01107,0.0031888,0.0031888,0.0031888
