epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
154,2717.89,0.25791,0.50587,0.0069,0.78127,0.68204,0.75763,0.74634,0.20515,0.93719,0.00962,0.0039412,0.0039412,0.0039412
155,2735.38,0.25578,0.48348,0.00693,0.78025,0.73146,0.79302,0.78796,0.23259,0.88028,0.01103,0.0039016,0.0039016,0.0039016
156,2752.87,0.26004,0.49695,0.00685,0.82522,0.74688,0.84452,0.83889,0.20127,0.71812,0.00948,0.003862,0.003862,0.003862
157,2772.26,0.26661,0.51491,0.00706,0.79902,0.76517,0.83468,0.83158,0.1754,0.71024,0.00821,0.0038224,0.0038224,0.0038224
158,2789.89,0.25236,0.48976,0.00673,0.77075,0.743,0.78184,0.77883,0.21532,0.88186,0.01017,0.0037828,0.0037828,0.0037828
159,2807.56,0.25242,0.49383,0.00672,0.79593,0.73569,0.82328,0.82328,0.20237,0.83392,0.00951,0.0037432,0.0037432,0.0037432
160,2825.08,0.26895,0.5264,0.00726,0.78118,0.79213,0.82976,0.82636,0.23343,0.7764,0.01103,0.0037036,0.0037036,0.0037036
161,2842.54,0.26302,0.53144,0.00713,0.83044,0.75067,0.82674,0.82123,0.19547,0.89654,0.0092,0.003664,0.003664,0.003664
162,2860.16,0.26849,0.55306,0.00712,0.8199,0.75501,0.81546,0.81546,0.10652,0.7862,0.00495,0.0036244,0.0036244,0.0036244
163,2877.64,0.25594,0.49048,0.00679,0.80615,0.67078,0.76915,0.76915,0.09708,0.99042,0.00453,0.0035848,0.0035848,0.0035848
164,2895.27,0.24609,0.49301,0.0065,0.7303,0.74386,0.78226,0.77876,0.09439,0.82897,0.0044,0.0035452,0.0035452,0.0035452
165,2912.78,0.23871,0.49008,0.00621,0.79386,0.71905,0.79458,0.78759,0.10905,0.91698,0.00502,0.0035056,0.0035056,0.0035056
166,2930.26,0.23142,0.48535,0.00611,0.85987,0.74023,0.82579,0.81849,0.11916,0.88954,0.00552,0.003466,0.003466,0.003466
167,2947.67,0.24521,0.49803,0.00669,0.75958,0.78805,0.83303,0.8288,0.12249,0.71683,0.00575,0.0034264,0.0034264,0.0034264
168,2965.04,0.23121,0.46683,0.00617,0.78904,0.7705,0.83021,0.82431,0.10382,0.77697,0.00477,0.0033868,0.0033868,0.0033868
169,2982.44,0.24943,0.49668,0.00676,0.76983,0.80355,0.81607,0.81607,0.10679,0.77685,0.00497,0.0033472,0.0033472,0.0033472
170,3000.1,0.25334,0.47327,0.00677,0.81575,0.74697,0.79144,0.79144,0.12857,0.82027,0.00592,0.0033076,0.0033076,0.0033076
171,3017.72,0.24337,0.44839,0.00644,0.81816,0.76085,0.82498,0.82498,0.10693,0.72958,0.00493,0.003268,0.003268,0.003268
172,3035.27,0.23786,0.45667,0.00632,0.79269,0.80925,0.82773,0.82611,0.11599,0.7638,0.00533,0.0032284,0.0032284,0.0032284
173,3053.7,0.24937,0.49789,0.00657,0.78602,0.80418,0.82753,0.82726,0.14436,0.75218,0.00673,0.0031888,0.0031888,0.0031888
174,3071.3,0.24193,0.49516,0.0063,0.78183,0.82601,0.83283,0.83283,0.12733,0.78913,0.00597,0.0031492,0.0031492,0.0031492
175,3088.75,0.22423,0.49929,0.00592,0.79933,0.73627,0.81042,0.81042,0.14845,0.81637,0.00696,0.0031096,0.0031096,0.0031096
176,3106.19,0.21715,0.47574,0.00566,0.90114,0.7608,0.85174,0.85108,0.13198,0.71548,0.00606,0.00307,0.00307,0.00307
177,3123.68,0.22331,0.46427,0.00595,0.79747,0.81795,0.83257,0.8321,0.12671,0.76242,0.00589,0.0030304,0.0030304,0.0030304
178,3141.13,0.23768,0.49709,0.00637,0.80794,0.81303,0.84229,0.84229,0.1313,0.73712,0.00603,0.0029908,0.0029908,0.0029908
179,3158.72,0.24399,0.46497,0.00638,0.85436,0.74891,0.83097,0.83013,0.12366,0.72938,0.00571,0.0029512,0.0029512,0.0029512
180,3176.22,0.23453,0.46031,0.00619,0.81109,0.74319,0.8327,0.8327,0.11626,0.80156,0.00536,0.0029116,0.0029116,0.0029116
